long_east,lat_north,altitude
137.54971,-4.7797,-2331.63
137.54905,-4.7746,-2447.83
137.54839,-4.7695,-2530.23
137.54774,-4.7644,-2638.56
137.54708,-4.7593,-2744.7
137.54642,-4.7543,-2846.61
137.54576,-4.7492,-2941.09
137.54511,-4.7441,-3053.49
137.54445,-4.739,-3135.98
137.54316,-4.7288,-3267.04
137.5425,-4.7237,-3333.03
137.54184,-4.7186,-3401.5
137.54117,-4.7135,-3482.6
137.54051,-4.7084,-3550.27
137.53984,-4.7033,-3605.13
137.53918,-4.6982,-3656.83
137.53851,-4.6931,-3707.02
137.53785,-4.688,-3763.99
137.53719,-4.6829,-3825.4
137.53652,-4.6778,-3953.66
137.53586,-4.6727,-4031.6
137.53519,-4.6676,-4075.72
137.53453,-4.6625,-4092.42
137.53386,-4.6574,-4157.52
137.5332,-4.6523,-4176.23
137.53254,-4.6472,-4193.88
137.53187,-4.6421,-4237.97
137.53121,-4.637,-4282.66
137.53052,-4.6319,-4334.77
137.52985,-4.6268,-4367.09
137.52918,-4.6217,-4383.86
137.52851,-4.6166,-4412.78
137.52784,-4.6115,-4438.91
137.52717,-4.6064,-4468.2
137.5265,-4.6013,-4492.09
