long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg
136.9553,-4.2611,-2469.97,3393190.32,3.1024551949751786
136.95462,-4.2662,-2483.19,3393176.81,8.450683612435183
136.95395,-4.2713,-2491.84,3393167.87,7.201284966058008
136.95327,-4.2764,-2500.62,3393158.81,6.146007645595989
136.9526,-4.2815,-2502.38,3393156.76,5.29018817811743
136.95192,-4.2866,-2502.59,3393156.26,4.68354592958099
136.95125,-4.2917,-2503.21,3393155.36,4.407436282074257
136.95057,-4.2967,-2503.33,3393154.95,4.273566017695923
136.9499,-4.3018,-2502.53,3393155.46,4.748568419195206
136.94922,-4.3069,-2503.48,3393154.23,4.029291793734916
136.94855,-4.312,-2502.71,3393154.71,4.049523550486288
136.94787,-4.3171,-2500.69,3393156.44,
136.9472,-4.3222,-2497.88,3393158.97,
136.94652,-4.3273,-2479.36,3393177.2,
136.94585,-4.3324,-2454.05,3393202.22,
136.94518,-4.3375,-2541.96,3393114.03,
136.9445,-4.3426,-2498.36,3393157.34,
136.94382,-4.3477,-2444.29,3393211.12,
136.94315,-4.3528,-2451.78,3393203.35,
136.94247,-4.3579,-2439.16,3393215.68,
136.94179,-4.363,-2427.36,3393227.19,
137.78891,-5.0876,118.73,3395718.65,3.9732637646129065
137.78825,-5.0825,146.04,3395746.29,4.236841468465566
137.78758,-5.0774,162.23,3395762.8,4.81152521996788
137.78692,-5.0723,172.81,3395773.71,5.0440327939211755
137.78625,-5.0672,227.74,3395828.97,5.127752627897728
