long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg
77.90208,18.8775,-2180.0,3392244.44,1.530227885314809
77.90138,18.8724,-2160.12,3392265.22,1.1661791707067095
77.90067,18.8674,-2157.69,3392268.55,1.6103056792990347
77.89997,18.8623,-2152.5,3392274.63,2.0311793970689327
77.89926,18.8572,-2134.16,3392293.87,1.9053544722444453
77.89855,18.8522,-2096.1,3392332.83,1.090616964427648
77.89785,18.8471,-2088.75,3392341.08,0.5196543475961105
77.89715,18.8421,-2082.6,3392348.12,1.0507047168067638
77.89644,18.837,-2109.34,3392322.28,1.7604044421790574
77.89574,18.832,-2115.32,3392317.19,1.909986959167169
77.89504,18.8269,-2136.87,3392296.54,1.8182509969298446
77.89434,18.8218,-2109.78,3392324.53,1.1459588895164667
77.89364,18.8168,-2095.67,3392339.53,0.808750967120328
77.89223,18.8066,-2103.67,3392333.32,0.16274798240056382
77.89153,18.8016,-2106.88,3392331.01,0.7852325439700293
77.89083,18.7965,-2109.78,3392329.0,1.061000136035081
77.89013,18.7915,-2129.74,3392309.94,1.1180396318238222
77.88943,18.7864,-2136.77,3392303.8,1.0762786477288981
77.88873,18.7813,-2138.71,3392302.76,1.1506933684156901
77.88803,18.7763,-2142.4,3392299.97,1.3283060342547899
77.88732,18.7712,-2146.69,3392296.57,1.592923354874691
77.88662,18.7661,-2153.78,3392290.38,1.1470118721876055
77.88592,18.7611,-2160.93,3392284.12,0.629273225107266
77.88522,18.756,-2164.96,3392280.99,0.8827592029445903
77.88457,18.7509,-2164.37,3392282.48,1.3756002575679698
77.88388,18.7458,-2175.22,3392272.52,2.12263462051531
77.88319,18.7408,-2187.44,3392261.2,2.8755711767281036
77.88251,18.7357,-2197.29,3392252.25,3.451276396086355
77.88182,18.7306,-2221.23,3392229.2,3.457004852026029
77.88113,18.7255,-2244.3,3392207.03,3.044547747773528
77.88044,18.7204,-2256.06,3392196.16,2.417660997669728
77.87976,18.7154,-2263.5,3392189.62,1.7392170271080696
77.87907,18.7103,-2271.47,3392182.55,1.2480097066016609
77.87838,18.7052,-2276.87,3392178.04,1.0407372893331392
77.8777,18.7001,-2281.64,3392174.17,1.1642737685108016
77.87701,18.6951,-2286.08,3392170.62,1.4638672714969765
77.87632,18.69,-2291.53,3392166.07,1.9820396865798555
77.87564,18.6849,-2302.12,3392156.38,2.413542401018787
77.87426,18.6748,-2334.18,3392126.11,3.063807074061512
77.87357,18.6697,-2347.11,3392114.07,3.0359563721717553
77.87289,18.6646,-2367.85,3392094.23,2.610539311543968
77.8722,18.6595,-2379.8,3392083.18,2.06754774901002
77.87151,18.6544,-2395.64,3392068.23,1.6478433276803852
77.87085,18.6494,-2391.03,3392073.74,1.435167250199784
77.87016,18.6443,-2396.54,3392069.12,1.5833396321597737
77.86947,18.6392,-2402.04,3392064.52,2.005967025226388
77.86878,18.6341,-2414.24,3392053.21,2.344198308990558
77.86809,18.6291,-2429.1,3392039.24,2.4678537294805816
77.8674,18.624,-2443.8,3392025.44,2.521042823275011
77.86671,18.6189,-2453.02,3392017.11,2.0848545800925398
77.86602,18.6138,-2466.46,3392004.57,1.6732228670087375
77.86533,18.6087,-2477.88,3391994.04,1.4158973251381024
77.86463,18.6037,-2480.28,3391992.53,1.1860384797874408
77.86394,18.5986,-2480.66,3391993.05,1.0233454897816183
77.86325,18.5935,-2484.82,3391989.78,0.9947960772457562
77.86256,18.5884,-2484.44,3391991.06,1.0279323729014236
77.86187,18.5834,-2486.42,3391989.97,1.2552869471755934
77.86118,18.5783,-2485.58,3391991.7,1.6429787177405788
77.86049,18.5732,-2493.67,3391984.51,2.1761352753277015
77.8598,18.5681,-2503.32,3391975.75,2.624634597831655
77.85911,18.5631,-2516.95,3391963.02,2.8223970470807833
77.85842,18.558,-2537.42,3391943.44,2.6392558683711345
77.85772,18.5529,-2551.05,3391930.7,2.2968053120487175
77.85694,18.5479,-2561.5,3391921.14,1.9420611142562163
77.85622,18.5428,-2569.03,3391914.5,1.5522383940896787
77.8555,18.5377,-2578.24,3391906.18,1.1796897825471202
77.85478,18.5327,-2582.62,3391902.69,1.019985622695529
77.85406,18.5276,-2583.29,3391902.91,0.829018456678093
77.85334,18.5225,-2585.7,3391901.39,0.6893061148720222
77.85263,18.5175,-2590.47,3391897.51,0.6566519787264029
77.85191,18.5124,-2594.84,3391894.03,0.7168797447816471
77.85119,18.5073,-2599.43,3391890.33,0.752633750381394
77.85047,18.5023,-2602.38,3391888.27,0.6988356624576735
77.84975,18.4972,-2602.3,3391889.25,0.6667595667495368
77.84903,18.4921,-2609.46,3391882.98,0.5976996231963322
77.84831,18.487,-2613.84,3391879.49,0.6262772851274935
77.84759,18.482,-2614.41,3391879.81,0.6676351978088658
77.84687,18.4769,-2617.62,3391877.49,0.6906091773887911
77.84615,18.4718,-2622.67,3391873.33,0.6890105320949274
77.84544,18.4668,-2627.07,3391869.82,0.7258192646794319
77.84472,18.4617,-2627.64,3391870.14,0.6840868481711482
77.844,18.4566,-2629.43,3391869.24,0.5458077136489772
77.84328,18.4516,-2637.95,3391861.61,0.4614462904514455
77.84181,18.4414,-2641.7,3391859.64,0.21601728940423126
77.8411,18.4364,-2637.85,3391864.38,0.09023915416630324
77.84039,18.4313,-2642.84,3391860.28,0.12114329209922771
77.83967,18.4262,-2636.35,3391867.66,0.21980700499250067
77.83896,18.4212,-2640.65,3391864.25,0.37332474690159634
77.83824,18.4161,-2643.17,3391862.62,0.37884473277383646
77.83753,18.411,-2647.53,3391859.15,0.20581616376951675
77.83682,18.406,-2648.19,3391859.38,0.09292778676409896
77.8361,18.4009,-2647.16,3391861.3,0.44752001779077333
77.83539,18.3958,-2643.91,3391865.43,0.3978231250694295
77.83468,18.3907,-2645.3,3391864.93,0.4627149745360984
77.83396,18.3857,-2645.52,3391865.6,0.9101541071077331
77.83325,18.3806,-2653.33,3391858.68,1.3724503024567822
77.83253,18.3755,-2662.89,3391850.01,1.411108060785468
77.83182,18.3705,-2670.54,3391843.25,1.160955015068017
77.83111,18.3654,-2672.58,3391842.1,0.7933946335702201
77.83039,18.3603,-2669.17,3391846.4,0.2228634429108355
77.82968,18.3553,-2659.33,3391857.13,0.040761804592323286
77.82896,18.3502,-2672.6,3391844.75,0.23490936144650137
77.82834,18.3451,-2668.41,3391849.83,0.7574463109083235
77.82766,18.34,-2668.58,3391850.55,0.8327909118366005
77.82697,18.3349,-2670.98,3391849.04,0.6163279510429893
77.82629,18.3299,-2670.84,3391850.06,0.8296924273830436
77.8256,18.3248,-2678.21,3391843.58,1.0076489777821604
77.82491,18.3197,-2687.77,3391834.91,1.1709819690886756
77.82423,18.3146,-2688.77,3391834.8,0.9795234689046888
77.82354,18.3096,-2699.05,3391825.41,0.8033548512371209
77.82286,18.3045,-2701.57,3391823.78,0.6468671703122417
77.82217,18.2994,-2702.86,3391823.38,0.5639721649087907
77.82149,18.2943,-2704.22,3391822.9,0.4708069159395183
77.8208,18.2892,-2706.98,3391821.03,0.6008944217191102
77.81943,18.2791,-2707.56,3391822.23,0.40728496439843903
77.81875,18.274,-2704.0,3391826.68,0.5014775518037977
77.81806,18.2689,-2705.0,3391826.57,0.762094796930986
77.81737,18.2639,-2700.63,3391831.83,0.7364966193202083
77.81669,18.2588,-2686.59,3391846.75,0.630361602738447
77.816,18.2537,-2686.81,3391847.42,0.5316168219473885
77.81532,18.2486,-2686.32,3391848.8,0.41282370645904265
77.81465,18.2435,-2691.04,3391844.96,0.5524436076751077
77.81396,18.2385,-2686.04,3391850.85,0.7680342495202894
77.81327,18.2334,-2685.02,3391852.75,0.9307616751628903
77.81258,18.2283,-2681.91,3391856.75,1.337145593916397
77.8119,18.2232,-2678.07,3391861.48,1.5079270118784112
77.81121,18.2182,-2662.95,3391877.48,1.0746983337623612
77.81052,18.2131,-2651.87,3391889.45,0.9345365823825821
77.80983,18.208,-2654.73,3391887.47,0.9458958111063582
77.80915,18.2029,-2651.46,3391891.63,1.265512508842288
77.80846,18.1979,-2667.48,3391876.5,1.4219230412661241
77.80777,18.1928,-2677.05,3391867.81,0.8614063242783333
77.80708,18.1877,-2674.27,3391871.48,0.6351134374687634
77.8064,18.1826,-2680.15,3391866.48,0.5526665087692788
77.80571,18.1776,-2673.66,3391873.86,0.485408396389813
77.80502,18.1725,-2660.31,3391888.1,0.586973021330636
77.80433,18.1674,-2668.35,3391880.94,0.5716888976313336
77.80365,18.1623,-2669.38,3391880.8,0.38397043143387344
77.80296,18.1573,-2662.54,3391888.52,0.31191497639297294
77.80227,18.1522,-2670.98,3391880.97,0.2678722261669584
77.80158,18.1471,-2668.98,3391883.86,0.38551655853151734
77.80085,18.1421,-2668.33,3391885.38,0.653081655014378
77.80015,18.137,-2664.85,3391889.74,0.7930482242201604
77.79945,18.132,-2646.0,3391909.47,0.45290479059260247
77.79874,18.1269,-2636.01,3391920.35,0.4831076916718312
77.79804,18.1218,-2645.36,3391911.88,0.9316674908086708
77.79734,18.1168,-2672.55,3391885.57,1.13964469958071
77.79664,18.1117,-2682.36,3391876.64,0.8201886950117535
77.79594,18.1067,-2681.97,3391877.91,0.1479619772493918
77.79524,18.1016,-2676.81,3391883.96,1.477814663384434
77.79454,18.0965,-2668.15,3391893.5,2.5935816870578075
77.79384,18.0915,-2642.44,3391920.09,3.5636701351622553
77.79313,18.0864,-2605.87,3391957.54,4.9765958565562896
77.79243,18.0814,-2608.15,3391956.15,7.335459563361006
77.79173,18.0763,-2558.69,3392006.49,9.176626570446494
77.79103,18.0712,-2490.42,3392075.64,9.776125340633522
77.79033,18.0662,-2401.41,3392165.53,9.668320551146099
77.78963,18.0611,-2343.96,3392223.86,8.131583835826131
77.78893,18.0561,-2343.48,3392225.22,6.018063274625168
77.78752,18.0459,-2301.61,3392268.86,4.963027008826466
77.78682,18.0409,-2281.18,3392290.17,6.522526545066825
77.78612,18.0358,-2250.19,3392322.04,9.17416381443383
77.78542,18.0308,-2212.63,3392360.48,12.251416376524842
77.78472,18.0257,-2131.43,3392442.56,14.211183528920849
77.78402,18.0206,-2019.35,3392555.52,13.33270233466671
77.78332,18.0156,-1910.01,3392665.74,9.30033446714255
77.78262,18.0105,-1882.3,3392694.33,2.781978996990122
77.78192,18.0055,-1931.8,3392645.71,4.608713944469224
77.78122,18.0004,-1994.73,3392583.66,8.221421590332977
77.78052,17.9953,-2062.33,3392516.94,6.929545504689717
77.77982,17.9903,-2098.16,3392481.99,4.82912946954855
77.77912,17.9852,-2084.54,3392496.49,3.1156529218026114
77.77842,17.9802,-2020.18,3392561.73,4.16798955281279
77.77772,17.9751,-2063.55,3392519.24,6.520375744659386
77.77702,17.97,-2116.93,3392466.74,8.279214053926129
77.77632,17.965,-2178.52,3392406.03,8.422525182923378
77.77562,17.9599,-2256.45,3392328.98,6.672257227660815
77.77492,17.9548,-2257.11,3392329.2,5.451405640165487
77.77422,17.9498,-2273.45,3392313.74,4.204531340399052
77.77352,17.9447,-2306.3,3392281.77,3.313021030432148
77.33819,18.9353,-1846.0,3392577.41,1.2555937948411593
77.33749,18.9302,-1824.16,3392600.15,1.527168671012172
77.33679,18.9251,-1854.49,3392570.71,1.7340464789861094
77.33609,18.9201,-1874.88,3392551.22,2.6583790146515156
77.33539,18.915,-1887.87,3392539.13,3.9796852596799686
77.3347,18.91,-1892.05,3392535.84,4.135266574816325
77.334,18.9049,-1925.77,3392503.02,4.208269099802925
77.33331,18.8998,-1959.16,3392470.52,4.6342760456992815
77.33261,18.8948,-1989.34,3392441.24,4.054098444563647
77.33192,18.8897,-2017.18,3392414.29,2.977652783649892
77.33123,18.8847,-2029.39,3392402.98,1.9836805888927043
77.33053,18.8796,-2023.9,3392409.36,0.9549699328303078
77.32984,18.8745,-2012.58,3392421.57,0.462902953180312
77.32915,18.8695,-2027.62,3392407.43,0.8204815901907399
77.32846,18.8644,-2025.85,3392410.09,0.8771908338048492
77.32776,18.8594,-2025.31,3392411.53,1.232484606368152
77.32707,18.8543,-2016.84,3392420.89,2.3343037421099417
77.32638,18.8492,-2010.8,3392427.83,3.0846615425334125
77.32569,18.8442,-1993.71,3392445.81,3.657855636307157
77.32499,18.8391,-1978.77,3392461.65,3.9646651177000654
77.3243,18.8341,-1960.81,3392480.5,3.968357998826952
77.32361,18.829,-1943.72,3392498.49,3.5327777737226276
77.32292,18.8239,-1906.75,3392536.35,2.9206468081856833
77.32223,18.8189,-1905.02,3392538.97,2.120923441166251
77.32084,18.8088,-1874.91,3392570.87,4.013166557165851
77.32015,18.8037,-1916.77,3392529.91,5.34753525786456
77.31945,18.7986,-1980.2,3392467.38,5.478163401405278
77.31876,18.7936,-2025.64,3392422.83,5.546863232697931
77.31806,18.7885,-2023.73,3392425.63,4.574445353999921
77.31737,18.7835,-1979.13,3392471.12,3.5112259108788075
77.31668,18.7784,-2029.7,3392421.44,2.674439706820976
77.31599,18.7733,-2039.73,3392412.31,2.535163972983345
77.31529,18.7683,-2089.74,3392363.19,3.0753989581140444
77.3146,18.7632,-2084.61,3392369.21,2.6085966844113067
77.31391,18.7582,-2054.0,3392400.71,2.495348384874736
77.31321,18.7531,-2062.95,3392392.65,2.2470328439045835
77.31252,18.748,-2119.82,3392336.68,1.4445328984112555
77.31183,18.743,-2104.42,3392352.97,1.2074144719768576
77.31114,18.7379,-2100.93,3392357.35,0.3155579248570642
77.31044,18.7329,-2104.76,3392354.41,0.21782294291790968
77.30975,18.7278,-2121.25,3392338.81,0.46744530724553135
77.30906,18.7227,-2120.15,3392340.81,0.8059644829565664
77.30837,18.7177,-2113.16,3392348.69,0.8747097998487384
77.30767,18.7126,-2118.17,3392344.57,0.6388580363930093
77.30698,18.7076,-2115.68,3392347.95,0.7162862375120534
77.30629,18.7025,-2126.76,3392337.76,1.0865197629176455
77.30559,18.6974,-2114.46,3392350.95,1.3502341928951016
77.3049,18.6924,-2108.56,3392357.74,1.2136342526872699
77.30421,18.6873,-2109.21,3392357.98,0.905728849850892
77.30352,18.6822,-2100.58,3392367.5,0.28104929291183856
77.30283,18.6772,-2102.03,3392366.94,0.11041964521731401
77.30213,18.6721,-2102.1,3392367.76,0.37642183468478435
77.30144,18.6671,-2115.52,3392355.23,0.7050585145650134
77.30075,18.662,-2107.9,3392363.74,0.5980890610270322
77.30006,18.6569,-2112.42,3392360.12,0.22581038468828205
77.29936,18.6519,-2127.79,3392345.63,0.48760821543034794
77.29867,18.6468,-2118.79,3392355.52,0.9634934306934347
77.29798,18.6418,-2109.19,3392366.01,1.5101602157551597
77.29729,18.6367,-2095.67,3392380.42,1.9417071389735987
77.2966,18.6316,-2086.79,3392390.19,1.9226815953153134
77.2959,18.6266,-2084.71,3392393.16,1.629648283007437
77.29521,18.6215,-2074.53,3392404.23,1.3289953379453017
77.29383,18.6114,-2078.83,3392401.71,1.1446226555045187
77.29314,18.6063,-2071.72,3392409.71,1.2510071112297703
77.29244,18.6013,-2067.17,3392415.15,2.4208306957751584
77.29175,18.5962,-2062.78,3392420.44,3.632412505804066
